locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Wrocław Śródmieście,ul. Romana Dmowskiego,3,73,1349000,18515,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-romana-dmowskiego-3-pokojowe-z4j4c6,https://s2.adresowa.pl/oi/6d/16/313728_303f_cover-3-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-romana-dmowskiego.jpg
Wrocław Szczepin,ul. gen. Władysława Sikorskiego,2,29,709000,24373,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-wroclaw-szczepin-ul-gen-wladyslawa-sikorskiego-2-pokojowe-t9p0f1,https://s2.adresowa.pl/oi/49/56/312e16_6554_cover-2-pokojowe-mieszkanie-wroclaw-szczepin-ul-gen-wladyslawa-sikorskiego.jpg
Wrocław Psie Pole,ul. Kowieńska,3,90,981763,10900,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-kowienska-3-pokojowe-r4n8e8,https://s2.adresowa.pl/oi/7e/72/31276e_daa1_cover-3-pokojowe-mieszkanie-wroclaw-psie-pole-ul-kowienska.jpg
Wrocław Śródmieście,ul. Mikołaja Reja,1,28,475000,16964,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-mikolaja-reja-1-pokoj-f6x3x8,https://s2.adresowa.pl/oi/6f/17/312460_e337_cover-1-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-mikolaja-reja.jpg
Wrocław Krzyki,ul. Bartłomieja Strachowskiego,2,79,820000,10433,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-bartlomieja-strachowskiego-2-pokojowe-q3w2s1,https://s2.adresowa.pl/oi/6b/5a/30ebc2_94ef_cover-2-pokojowe-mieszkanie-wroclaw-krzyki-ul-bartlomieja-strachowskiego.jpg
Wrocław Jerzmanowo,ul. Anny Jasińskiej,3,49,509000,10375,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-wroclaw-jerzmanowo-ul-anny-jasinskiej-3-pokojowe-c1s5m8,https://s2.adresowa.pl/oi/2f/19/30b616_682d_cover-3-pokojowe-mieszkanie-wroclaw-jerzmanowo-ul-anny-jasinskiej.jpg
Wrocław Maślice,ul. Węgliniecka,4,95,1400000,14706,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-wroclaw-maslice-ul-wegliniecka-4-pokojowe-u8w1q3,https://s2.adresowa.pl/oi/4e/4e/309bfc_9aba_cover-4-pokojowe-mieszkanie-wroclaw-maslice-ul-wegliniecka.jpg
Wrocław Krzyki,ul. Gajowicka,4,56,777777,13889,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-gajowicka-4-pokojowe-j2t2c2,https://s2.adresowa.pl/oi/37/25/308442_b1bc_cover-4-pokojowe-mieszkanie-wroclaw-krzyki-ul-gajowicka.jpg
Wrocław Południe,ul. Powstańców Śląskich,5,84,1299999,15476,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-wroclaw-poludnie-ul-powstancow-slaskich-5-pokojowe-z9z5v7,https://s2.adresowa.pl/oi/57/1d/3080e4_ba55_cover-5-pokojowe-mieszkanie-wroclaw-poludnie-ul-powstancow-slaskich.jpg
Wrocław Fabryczna,ul. Budziszyńska,2,65,699000,10747,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-budziszynska-2-pokojowe-p5a1y4,https://s2.adresowa.pl/oi/4c/45/3078f2_eb1d_cover-2-pokojowe-mieszkanie-wroclaw-fabryczna-ul-budziszynska.jpg
Wrocław Stare Miasto,ul. Wojciecha Cybulskiego,2,57,650000,11404,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-wojciecha-cybulskiego-2-pokojowe-c5j2w2,https://s2.adresowa.pl/oi/6d/77/3074a6_a75b_cover-2-pokojowe-mieszkanie-wroclaw-stare-miasto-ul-wojciecha-cybulskiego.jpg
Wrocław,ul. Władysława Zarembowicza,1,32,460000,14375,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-wroclaw-ul-wladyslawa-zarembowicza-1-pokoj-t8a1p9,https://s2.adresowa.pl/oi/29/6d/305ce6_8c93_cover-1-pokojowe-mieszkanie-wroclaw-ul-wladyslawa-zarembowicza.jpg
Wrocław Krzyki,ul. Gajowa,6,134,1299000,9694,Bez pośredników,ponad miesiąc temu,4,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-gajowa-6-pokojowe-h3l0p0,https://s2.adresowa.pl/oi/4c/73/305bc0_a05e_cover-6-pokojowe-mieszkanie-wroclaw-krzyki-ul-gajowa.jpg
Wrocław Krzyki,ul. Jantarowa,3,45,529000,11631,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-jantarowa-3-pokojowe-p0m9z6,https://s2.adresowa.pl/oi/62/68/301982_9abc_cover-3-pokojowe-mieszkanie-wroclaw-krzyki-ul-jantarowa.jpg
Wrocław Śródmieście,ul. Kluczborska,3,78,899000,11526,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-kluczborska-3-pokojowe-b0l9s3,https://s2.adresowa.pl/oi/28/29/2fb66c_acb5_cover-3-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-kluczborska.jpg
Wrocław Zakrzów,ul. Wilanowska,4,57,830000,14561,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-wroclaw-zakrzow-ul-wilanowska-4-pokojowe-h6c8p3,https://s2.adresowa.pl/oi/1b/72/2fb48e_8fc7_cover-4-pokojowe-mieszkanie-wroclaw-zakrzow-ul-wilanowska.jpg
Wrocław Stare Miasto,ul. Inowrocławska,4,98,1499000,15296,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-inowroclawska-4-pokojowe-k3f4b4,https://s2.adresowa.pl/oi/65/11/2fb454_6533_cover-4-pokojowe-mieszkanie-wroclaw-stare-miasto-ul-inowroclawska.jpg
Wrocław Psie Pole,ul. Poleska,2,57,665000,11667,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-poleska-2-pokojowe-x8g3s3,https://s2.adresowa.pl/oi/53/45/2fb30a_5bf4_cover-2-pokojowe-mieszkanie-wroclaw-psie-pole-ul-poleska.jpg
Wrocław Muchobór Wielki,ul. Jurija Gagarina,2,56,649000,11589,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-wroclaw-muchobor-wielki-ul-jurija-gagarina-2-pokojowe-l1o3x0,https://s2.adresowa.pl/oi/7f/54/2f7154_6ef3_cover-2-pokojowe-mieszkanie-wroclaw-muchobor-wielki-ul-jurija-gagarina.jpg
Wrocław Stare Miasto,ul. Świebodzka,3,67,2110800,31670,Bez pośredników,ponad miesiąc temu,2,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-swiebodzka-3-pokojowe-j5p7l4,https://s2.adresowa.pl/oi/5f/46/2669b2_9b18_cover-3-pokojowe-mieszkanie-wroclaw-stare-miasto-ul-swiebodzka.jpg
Wrocław Psie Pole,ul. Farna,3,63,690000,10952,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-farna-3-pokojowe-w3d8o3,https://s2.adresowa.pl/oi/1f/7a/2f421c_4e33_cover-3-pokojowe-mieszkanie-wroclaw-psie-pole-ul-farna.jpg
Wrocław Biskupin,ul. Edwarda Dembowskiego,3,62,840000,13548,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-wroclaw-biskupin-ul-edwarda-dembowskiego-3-pokojowe-k1h7a4,https://s2.adresowa.pl/oi/1a/1c/2f371e_ba79_cover-3-pokojowe-mieszkanie-wroclaw-biskupin-ul-edwarda-dembowskiego.jpg
Wrocław Śródmieście,ul. gen. Kazimierza Pułaskiego,3,75,1199999,16000,Bez pośredników,ponad miesiąc temu,33,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-gen-kazimierza-pulaskiego-3-pokojowe-t3n4y4,https://s2.adresowa.pl/oi/5e/5c/2f310c_6da4_cover-3-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-gen-kazimierza-pulaskiego.jpg
Wrocław Śródmieście,ul. Mikołaja Sępa-Szarzyńskiego,3,63,699000,11095,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-mikolaja-sepa-szarzynskiego-3-pokojowe-j8o6s8,https://s2.adresowa.pl/oi/34/4d/2f107a_a517_cover-3-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-mikolaja-sepa-szarzynskiego.jpg
Wrocław Śródmieście,ul. Trzebnicka,2,44,449000,10135,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-trzebnicka-2-pokojowe-b4n9k7,https://s2.adresowa.pl/oi/5f/28/3970b4_699e_cover-2-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-trzebnicka.jpg
Wrocław Fabryczna,bulw. Dedala,2,40,775000,19375,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-bulw-dedala-2-pokojowe-f8x8r3,https://s2.adresowa.pl/oi/37/7d/2ec7c4_f98b_cover-2-pokojowe-mieszkanie-wroclaw-fabryczna-bulw-dedala.jpg
Wrocław Stare Miasto,ul. Krawiecka,1,34,645000,18750,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-krawiecka-1-pokoj-d8d6n3,https://s2.adresowa.pl/oi/2a/5e/2eb6de_72bf_cover-1-pokojowe-mieszkanie-wroclaw-stare-miasto-ul-krawiecka.jpg
,,,,,,Pośrednik,,,https://adresowo.pl/mieszkania/wroclaw/krzyki/,
Wrocław Śródmieście,ul. Śrutowa,2,75,2290000,30533,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-srutowa-2-pokojowe-u2z2e3,https://s2.adresowa.pl/oi/7d/54/2d885a_fdbf_cover-2-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-srutowa.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Wrocław Śródmieście,ul. Bolesława Chrobrego,1,33,400000,12121,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-boleslawa-chrobrego-1-pokoj-b4p7k9,https://s2.adresowa.pl/oi/5e/56/2d5e80_7845_cover-1-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-boleslawa-chrobrego.jpg
Wrocław Fabryczna,ul. Brązowa,3,66,715000,10916,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-brazowa-3-pokojowe-f2a1g0,https://s2.adresowa.pl/oi/44/4a/2d5bf6_5730_cover-3-pokojowe-mieszkanie-wroclaw-fabryczna-ul-brazowa.jpg
Wrocław Jagodno,ul. Igora Strawińskiego,2,40,560000,14000,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-wroclaw-jagodno-ul-igora-strawinskiego-2-pokojowe-q6t8j4,https://s2.adresowa.pl/oi/73/33/2d1144_5e9f_cover-2-pokojowe-mieszkanie-wroclaw-jagodno-ul-igora-strawinskiego.jpg
Wrocław Krzyki,ul. Tadeusza Zielińskiego,1,27,399000,14778,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-tadeusza-zielinskiego-1-pokoj-a0j3x6,https://s2.adresowa.pl/oi/31/33/2d0bb6_4d88_cover-1-pokojowe-mieszkanie-wroclaw-krzyki-ul-tadeusza-zielinskiego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Wrocław Południe,ul. Gajowicka,4,57,699999,12270,Bez pośredników,ponad miesiąc temu,23,https://adresowo.pl/o/mieszkanie-wroclaw-poludnie-ul-gajowicka-4-pokojowe-h2k3k5,https://s2.adresowa.pl/oi/43/63/2cbbb4_60aa_cover-4-pokojowe-mieszkanie-wroclaw-poludnie-ul-gajowicka.jpg
Wrocław Muchobór Mały,ul. Melchiora Wańkowicza,2,50,780000,15600,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-wroclaw-muchobor-maly-ul-melchiora-wankowicza-2-pokojowe-g5f2d5,https://s2.adresowa.pl/oi/22/79/2cafc6_9169_cover-2-pokojowe-mieszkanie-wroclaw-muchobor-maly-ul-melchiora-wankowicza.jpg
Wrocław Śródmieście,ul. Ludwika Rydygiera,3,76,769000,10118,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-ludwika-rydygiera-3-pokojowe-k0t5h8,https://s2.adresowa.pl/oi/17/51/2c7c0c_72c3_cover-3-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-ludwika-rydygiera.jpg
Wrocław Kozanów,ul. Mieczysława Orłowicza,1,17,258000,15176,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-wroclaw-kozanow-ul-mieczyslawa-orlowicza-1-pokoj-b2x6t8,https://s2.adresowa.pl/oi/33/74/2c3894_6202_cover-1-pokojowe-mieszkanie-wroclaw-kozanow-ul-mieczyslawa-orlowicza.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Wrocław Śródmieście,ul. Mikołaja Reja,3,63,593000,9486,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-mikolaja-reja-3-pokojowe-l8x7i9,https://s2.adresowa.pl/oi/1f/78/2a145a_a49c_cover-3-pokojowe-mieszkanie-wroclaw-srodmiescie-ul-mikolaja-reja.jpg
Wrocław Fabryczna,ul. Skrzydlata,3,85,1160000,13647,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-skrzydlata-3-pokojowe-l5x2q9,https://s2.adresowa.pl/oi/5e/13/29cfde_c057_cover-3-pokojowe-mieszkanie-wroclaw-fabryczna-ul-skrzydlata.jpg
Wrocław Fabryczna,ul. Popowicka,2,41,650000,15854,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-popowicka-2-pokojowe-y7v3i7,https://s2.adresowa.pl/oi/60/60/29abbc_dd79_cover-2-pokojowe-mieszkanie-wroclaw-fabryczna-ul-popowicka.jpg
Wrocław Stare Miasto,ul. Romana Dmowskiego,2,62,1290000,20806,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-romana-dmowskiego-2-pokojowe-a8z1h0,https://s2.adresowa.pl/oi/6c/55/2995c6_d299_cover-2-pokojowe-mieszkanie-wroclaw-stare-miasto-ul-romana-dmowskiego.jpg
Wrocław Stare Miasto,ul. gen. Władysława Sikorskiego,3,52,1140000,21923,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-gen-wladyslawa-sikorskiego-3-pokojowe-h5j6z6,https://s2.adresowa.pl/oi/75/56/2995a6_e0a4_cover-3-pokojowe-mieszkanie-wroclaw-stare-miasto-ul-gen-wladyslawa-sikorskiego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Wrocław Kleczków,ul. Kleczkowska,4,80,1660000,20750,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-wroclaw-kleczkow-ul-kleczkowska-4-pokojowe-l0p9s7,https://s2.adresowa.pl/oi/2b/1a/29954e_f97c_cover-4-pokojowe-mieszkanie-wroclaw-kleczkow-ul-kleczkowska.jpg
Wrocław Kleczków,ul. Kleczkowska,2,55,1050000,19074,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-wroclaw-kleczkow-ul-kleczkowska-2-pokojowe-a3n3u8,https://s2.adresowa.pl/oi/77/24/299534_c40a_cover-2-pokojowe-mieszkanie-wroclaw-kleczkow-ul-kleczkowska.jpg
Wrocław Kleczków,ul. Kleczkowska,2,39,740000,18974,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-wroclaw-kleczkow-ul-kleczkowska-2-pokojowe-j9q1k2,https://s2.adresowa.pl/oi/69/7d/29950c_a20d_cover-2-pokojowe-mieszkanie-wroclaw-kleczkow-ul-kleczkowska.jpg
Wrocław Kleczków,ul. Kleczkowska,2,38,699000,18395,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-wroclaw-kleczkow-ul-kleczkowska-2-pokojowe-t3k9u9,https://s2.adresowa.pl/oi/48/36/2994f2_7c27_cover-2-pokojowe-mieszkanie-wroclaw-kleczkow-ul-kleczkowska.jpg
Wrocław Fabryczna,ul. Średzka,2,33,390000,11818,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-sredzka-2-pokojowe-i5i9a5,https://s2.adresowa.pl/oi/6d/19/25ffd6_7672_cover-2-pokojowe-mieszkanie-wroclaw-fabryczna-ul-sredzka.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Wrocław Stare Miasto,ul. św. Mikołaja,1,29,470000,16491,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-sw-mikolaja-1-pokoj-h1c3c8,https://s2.adresowa.pl/oi/6d/1e/25a620_9824_cover-1-pokojowe-mieszkanie-wroclaw-stare-miasto-ul-sw-mikolaja.jpg
Wrocław Stare Miasto,ul. Widok,3,75,749000,9987,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-widok-3-pokojowe-c8j2n9,https://s2.adresowa.pl/oi/19/7c/1d00a8_4bf0_cover-3-pokojowe-mieszkanie-wroclaw-stare-miasto-ul-widok.jpg
Wrocław Gądów Mały,ul. Stefana Drzewieckiego,2,48,569000,11805,Bez pośredników,ponad miesiąc temu,2,https://adresowo.pl/o/mieszkanie-wroclaw-gadow-maly-ul-stefana-drzewieckiego-2-pokojowe-k9b9p8,https://s2.adresowa.pl/oi/54/48/19aec1_5cf9_cover-2-pokojowe-mieszkanie-wroclaw-gadow-maly-ul-stefana-drzewieckiego.jpg
Wrocław Gądów Mały,ul. Stefana Drzewieckiego,1,56,700000,12500,Bez pośredników,ponad miesiąc temu,23,https://adresowo.pl/o/mieszkanie-wroclaw-gadow-maly-ul-stefana-drzewieckiego-1-pokoj-y7q3o2,https://s2.adresowa.pl/oi/27/78/13f71d_9fe3_cover-1-pokojowe-mieszkanie-wroclaw-gadow-maly-ul-stefana-drzewieckiego.jpg
Wrocław Muchobór Wielki,ul. Drohobycka,3,85,928000,10956,Bez pośredników,ponad miesiąc temu,23,https://adresowo.pl/o/mieszkanie-wroclaw-muchobor-wielki-ul-drohobycka-3-pokojowe-l8m2h8,https://s2.adresowa.pl/oi/34/4d/39648c_a3ca_cover-3-pokojowe-mieszkanie-wroclaw-muchobor-wielki-ul-drohobycka.jpg
Wrocław Biskupin,ul. Karola Olszewskiego,3,50,zapytaj o cenę,,Bez pośredników,dzisiajnowe,8,https://adresowo.pl/o/mieszkanie-wroclaw-biskupin-ul-karola-olszewskiego-3-pokojowe-y7f4w5,https://s2.adresowa.pl/oi/5f/6f/3a9fd2_841b_cover-3-pokojowe-mieszkanie-wroclaw-biskupin-ul-karola-olszewskiego.jpg
Wrocław Stare Miasto,ul. Odrzańska,1,30,660000,22000,Bez pośredników,dzisiajnowe,8,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-odrzanska-1-pokoj-f6g0a4,https://s2.adresowa.pl/oi/5b/2b/3a9fa8_3aab_cover-1-pokojowe-mieszkanie-wroclaw-stare-miasto-ul-odrzanska.jpg
,,,,,,Pośrednik,,,https://adresowo.pl/mieszkania/wroclaw/krzyki/,
Wrocław Ołtaszyn,ul. Orawska,2,48,zapytaj o cenę,,Bez pośredników,,8,https://adresowo.pl/o/mieszkanie-wroclaw-oltaszyn-ul-orawska-2-pokojowe-r5o2r0,https://s2.adresowa.pl/development/671232/nowe-mieszkania-orawska-vita-f418_cover.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Wrocław,ul. Stanisława Drabika,3,65,780000,12000,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-wroclaw-ul-stanislawa-drabika-3-pokojowe-b3r8v0,https://s2.adresowa.pl/oi/5f/10/35efb2_fb61_cover-3-pokojowe-mieszkanie-wroclaw-ul-stanislawa-drabika.jpg
Wrocław,ul. Michała Bałuckiego,4,82,1190000,14466,Oferta biura nieruchomości,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-wroclaw-ul-michala-baluckiego-4-pokojowe-o3e4z5,https://s2.adresowa.pl/oi/62/4f/35b098_b0be_cover-4-pokojowe-mieszkanie-wroclaw-ul-michala-baluckiego.jpg
Wrocław Gaj,ul. Krynicka,3,63,695000,11102,Bez pośredników,dzisiajnowe,8,https://adresowo.pl/o/mieszkanie-wroclaw-gaj-ul-krynicka-3-pokojowe-w7q8z4,https://s2.adresowa.pl/oi/1c/44/3a9c0e_ff12_cover-3-pokojowe-mieszkanie-wroclaw-gaj-ul-krynicka.jpg
Wrocław Krzyki,ul. Krynicka,4,72,719000,9986,Bez pośredników,dzisiajnowe,17,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-krynicka-4-pokojowe-v5w8n2,https://s2.adresowa.pl/oi/3a/30/3a9a90_49db_cover-4-pokojowe-mieszkanie-wroclaw-krzyki-ul-krynicka.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Wrocław Krzyki,ul. Międzyleska,2,39,zapytaj o cenę,,Bez pośredników,,6,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-miedzyleska-2-pokojowe-p2s7l1,https://s2.adresowa.pl/development/671806/nowe-mieszkania-przy-parku-vita-2751_cover.jpg
Wrocław Krzyki,ul. Jabłeczna,3,53,599000,11302,Oferta biura nieruchomości,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-jableczna-3-pokojowe-o7g8a5,https://s2.adresowa.pl/oi/7a/2f/34cbfa_eded_cover-3-pokojowe-mieszkanie-wroclaw-krzyki-ul-jableczna.jpg
Wrocław Huby,ul. Wapienna,4,100,1250000,12511,Oferta biura nieruchomości,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-wroclaw-huby-ul-wapienna-4-pokojowe-a5y4n2,https://s2.adresowa.pl/oi/20/25/32efb0_9fd2_cover-4-pokojowe-mieszkanie-wroclaw-huby-ul-wapienna.jpg
Wrocław Gądów Mały,,4,77,930000,12031,Bez pośredników,dzisiajnowe,17,https://adresowo.pl/o/mieszkanie-wroclaw-gadow-maly-4-pokojowe-77-m2-u2l0t6,https://s2.adresowa.pl/oi/33/66/3a9a68_f7ce_cover-4-pokojowe-mieszkanie-wroclaw-gadow-maly.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Wrocław Jagodno,,3,63,905000,14480,Bez pośredników,dzisiajnowe,20,https://adresowo.pl/o/mieszkanie-wroclaw-jagodno-3-pokojowe-62-m2-t4y4n8,https://s2.adresowa.pl/oi/6e/51/3a9a66_3dbf_cover-3-pokojowe-mieszkanie-wroclaw-jagodno.jpg
Wrocław Tarnogaj,ul. Piękna,2,41,zapytaj o cenę,,Bez pośredników,,7,https://adresowo.pl/o/mieszkanie-wroclaw-tarnogaj-ul-piekna-2-pokojowe-d0t2u6,https://s2.adresowa.pl/development/671658/nowe-mieszkania-piekna-vita-ceeb_cover.jpg
Wrocław Huby,ul. Łódzka,3,83,690000,8359,Oferta biura nieruchomości,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-wroclaw-huby-ul-lodzka-3-pokojowe-h0w9s9,https://s2.adresowa.pl/oi/75/20/326136_fd26_cover-3-pokojowe-mieszkanie-wroclaw-huby-ul-lodzka.jpg
Wrocław Złotniki,ul. Małopolska,2,45,599999,13333,Oferta biura nieruchomości,wczoraj,25,https://adresowo.pl/o/mieszkanie-wroclaw-zlotniki-ul-malopolska-2-pokojowe-d7v4h1,https://s2.adresowa.pl/oi/3b/3c/3a93e4_8998_cover-2-pokojowe-mieszkanie-wroclaw-zlotniki-ul-malopolska.jpg
Wrocław Maślice,ul. Bogatyńska,2,41,557000,13696,Bez pośredników,dzisiajnowe,10,https://adresowo.pl/o/mieszkanie-wroclaw-maslice-ul-bogatynska-2-pokojowe-z6b0r1,https://s2.adresowa.pl/oi/1a/75/3a9a40_fbd0_cover-2-pokojowe-mieszkanie-wroclaw-maslice-ul-bogatynska.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Wrocław Stare Miasto,ul. Kazimierza Michalczyka,4,93,1855000,19899,Bez pośredników,wczoraj,11,https://adresowo.pl/o/mieszkanie-wroclaw-stare-miasto-ul-kazimierza-michalczyka-4-pokojowe-g3c8p4,https://s2.adresowa.pl/oi/7a/5e/3a98ea_dddb_cover-4-pokojowe-mieszkanie-wroclaw-stare-miasto-ul-kazimierza-michalczyka.jpg
Wrocław Krzyki,ul. Świeradowska,2,34,zapytaj o cenę,,Bez pośredników,,5,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-swieradowska-2-pokojowe-t4p8w6,https://s2.adresowa.pl/development/671834/nowe-mieszkania-vivre-9aca_cover.jpg
Wrocław Krzyki,ul. ks. Czesława Klimasa,2,45,680000,15111,Oferta biura nieruchomości,3 dni temu,13,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-ks-czeslawa-klimasa-2-pokojowe-m9x2b6,https://s2.adresowa.pl/oi/4e/12/3a922e_eba1_cover-2-pokojowe-mieszkanie-wroclaw-krzyki-ul-ks-czeslawa-klimasa.jpg
Wrocław,Most św. Antoniego,3,65,799000,12292,Oferta biura nieruchomości,3 dni temu,19,https://adresowo.pl/o/mieszkanie-wroclaw-most-sw-antoniego-3-pokojowe-w6g9m2,https://s2.adresowa.pl/oi/6e/46/3a90b8_511c_cover-3-pokojowe-mieszkanie-wroclaw-most-sw-antoniego.jpg
Wrocław Zakrzów,ul. Oleska,3,65,870000,13385,Bez pośredników,wczoraj,9,https://adresowo.pl/o/mieszkanie-wroclaw-zakrzow-ul-oleska-3-pokojowe-s9c0n8,https://s2.adresowa.pl/oi/52/54/3a977e_a2bd_cover-3-pokojowe-mieszkanie-wroclaw-zakrzow-ul-oleska.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Wrocław Gądów Mały,bulw. Ikara,3,57,730000,12852,Bez pośredników,wczoraj,12,https://adresowo.pl/o/mieszkanie-wroclaw-gadow-maly-bulw-ikara-3-pokojowe-i8y1u4,https://s2.adresowa.pl/oi/52/17/3a9780_713c_cover-3-pokojowe-mieszkanie-wroclaw-gadow-maly-bulw-ikara.jpg
